Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
04-AUG-2017,24629.5,24879.7,24591.8,24827.45,67776967,2226.83
07-AUG-2017,24854.15,24979.35,24844.45,24906.35,52223527,1703.9
08-AUG-2017,24942.2,24966.05,24534.35,24599.5,70792652,2438.61
09-AUG-2017,24519.25,24532.4,24328.1,24374.6,78290219,2396.27
10-AUG-2017,24300.45,24326.9,23822.2,24217.35,87718421,2991.1
11-AUG-2017,23958.25,24191.2,23868.3,23985.75,157833300,4723.82
14-AUG-2017,24051.05,24212.15,24038.15,24115.75,76330838,2457.95
16-AUG-2017,24188.75,24461.2,23947.45,24437.7,94859044,3108.17
17-AUG-2017,24495.2,24496.2,24121.55,24237.25,69545034,2126.94
18-AUG-2017,24125.3,24130.15,23925.95,24074.45,60046818,1848.07
21-AUG-2017,24140.55,24258.95,23882.25,23936.5,69872289,2438.35
22-AUG-2017,24080.6,24127.45,23852.65,23974.45,70219974,2376.56
23-AUG-2017,24084.95,24350,24074.15,24316.8,69104870,2237.97
24-AUG-2017,24374.75,24411.05,24224.85,24274.2,72359374,2608.19
28-AUG-2017,24351.25,24422.45,24301.35,24377.1,52177374,1685.7
29-AUG-2017,24302,24320.95,24103.3,24128.95,60922360,1975.39
30-AUG-2017,24253.05,24384.1,24241.3,24308.7,47423550,1608.21
31-AUG-2017,24354.35,24354.35,24207.7,24318.4,79848731,2870.65
01-SEP-2017,24389.2,24494.35,24319.2,24434,66906837,1827.58
04-SEP-2017,24456.3,24459.35,24156.4,24236.85,52531466,1554.69
05-SEP-2017,24272.6,24388.05,24256.3,24328.3,47757761,1582.7
06-SEP-2017,24192.4,24331.3,24151.1,24279.15,59006554,1996.25
07-SEP-2017,24324.85,24413.1,24246.9,24304.9,69696218,2419.01
08-SEP-2017,24409.5,24419.25,24273,24370.8,47085077,1785.72
11-SEP-2017,24468.5,24735.35,24458.25,24672.25,60804947,2973.08
12-SEP-2017,24779.15,24821.35,24653.6,24784.7,66927717,2387.58
13-SEP-2017,24818.35,24948.8,24737.8,24831.8,68334647,2053.95
14-SEP-2017,24857.25,24994.3,24815.5,24912.25,77726236,2746.95
15-SEP-2017,24840.3,24916.85,24791.55,24844.3,114568146,3754.49
18-SEP-2017,24948.15,25105.35,24941.75,25046.9,65913355,2319.84
19-SEP-2017,25059.75,25103.45,24993,25041.55,60118203,1863.2
20-SEP-2017,24984.65,25052.6,24938.3,24965.05,87376241,2610.17
21-SEP-2017,24934.1,24992.5,24706.45,24799.25,72279851,2145.8
22-SEP-2017,24704.55,24709.7,24340,24368.85,91287072,2875.23
25-SEP-2017,24361.55,24363.8,24015.45,24165.05,92662078,3078.06
26-SEP-2017,24105.6,24236.95,24017.4,24199.15,66244294,2220.85
27-SEP-2017,24308.7,24331.85,23766.6,23812.95,80405424,2548.12
28-SEP-2017,23804.05,24074.2,23611.1,24008.15,136679326,5130.27
29-SEP-2017,24114,24227.45,24004.8,24053,71703679,2472.66
03-OCT-2017,24200.6,24226.8,24007.25,24103.4,66828025,2261.64
04-OCT-2017,24124.15,24230.45,24058.65,24113.3,61740801,2015.35
05-OCT-2017,24114.75,24188.3,24033.35,24058.05,67125178,2146.7
06-OCT-2017,24083.55,24242.05,24074.35,24190,84205169,2506.11
09-OCT-2017,24209.55,24311.1,24156.05,24251.9,66557307,1901.84
10-OCT-2017,24304.8,24379.75,24273.65,24347.45,62757458,1937.3
11-OCT-2017,24411.45,24460.25,24054.25,24107.45,75494487,2241.67
12-OCT-2017,24151.45,24393.4,23978.4,24361.25,73274598,2349
13-OCT-2017,24411.1,24779.75,24387.8,24689.15,89300075,2661.99
16-OCT-2017,24815.4,24878.65,24516.55,24703.05,118314121,3043.5
17-OCT-2017,24697.25,24809.15,24571.85,24645.6,94488702,2578.73
18-OCT-2017,24354.75,24454.65,24270.05,24313.75,161557992,5266.25
19-OCT-2017,24238.4,24255.3,23923.7,24009.75,20251159,565.88
23-OCT-2017,24085.45,24151,23912.55,24088.9,97553776,3190.93
24-OCT-2017,24141.95,24293.25,24032.65,24222.15,111802359,3651.65
25-OCT-2017,24980.65,25157.8,24560.75,25035.9,855272765,24451.16
26-OCT-2017,24953.95,25186.05,24864.6,25022.2,432393230,13581.88
27-OCT-2017,24887.6,24995.7,24798.65,24839.55,237949256,7212.61
30-OCT-2017,24873.65,25064.85,24808.55,24988.55,186719253,5431.39
31-OCT-2017,25042.1,25078.65,24948.1,25019.35,156985664,5192.78
01-NOV-2017,25197.3,25549.35,25171.75,25490.45,210657047,5748.96
02-NOV-2017,25508.4,25598.75,25405.5,25427.3,141562948,3892.7
03-NOV-2017,25531.4,25695.5,25394.95,25650.7,209613852,5690.55
06-NOV-2017,25569,25694.6,25529.5,25571.15,113274004,3522.05
07-NOV-2017,25669.1,25695.75,25248.95,25300.8,142004765,4339.06
08-NOV-2017,25375.8,25435.6,25119.5,25184.35,129898237,4361.33
09-NOV-2017,25281,25385.2,25166.15,25291.35,107367752,3437.47
10-NOV-2017,25250.9,25598.55,25237.2,25498.95,194999284,6170.67
13-NOV-2017,25570.25,25611.55,25337.25,25358.3,128569682,4353.19
14-NOV-2017,25352.55,25404.8,25223.1,25284.6,109491821,3473.83
15-NOV-2017,25241.65,25318.05,25166.35,25218.9,129989778,3765.7
16-NOV-2017,25292.9,25496.05,25273.7,25446.6,109711080,3078.71
17-NOV-2017,25875.7,25924.9,25679.55,25728.4,151001517,4336.13
20-NOV-2017,25733.7,25803.15,25681.7,25768.6,84963946,2806.98
21-NOV-2017,25829.3,25871.1,25726.5,25757.5,90303101,2801.27
22-NOV-2017,25805.65,25831.95,25665.85,25766.65,102044483,3098.39
23-NOV-2017,25826.3,25838.55,25620.95,25736.25,79020195,2607.45
24-NOV-2017,25776.6,25849,25749.1,25779.65,70107830,2198.91
27-NOV-2017,25693.05,25931.85,25673.5,25891.95,74084777,2335.02
28-NOV-2017,25830.45,25953.5,25795.5,25846.4,84399131,2848.45
29-NOV-2017,25829.65,25877.75,25746.8,25795.7,74982549,2328.48
30-NOV-2017,25693.8,25700.85,25246.85,25332.4,141631632,4652.64
01-DEC-2017,25409.55,25441.35,25152.65,25191.95,87545844,2616.4
04-DEC-2017,25295.05,25297.2,24993.35,25075.1,75646330,2245.68
05-DEC-2017,25030.75,25217.7,24921.3,25124.85,85698111,2548.03
06-DEC-2017,25066.3,25077.45,24813.6,24851.8,72791908,2305.27
07-DEC-2017,24935.3,25097.4,24875.35,25057.25,60226256,1861.55
08-DEC-2017,25145.5,25367.7,25145.5,25321.15,74109991,2643.7
11-DEC-2017,25434.75,25448.85,25318.7,25404.85,57217432,1831.26
12-DEC-2017,25413.4,25416.2,25108.6,25125.45,81540197,2547.35
13-DEC-2017,25118.2,25270.75,24938.55,25000.35,86127346,2666.3
14-DEC-2017,25062.4,25205.9,24888.65,25168.2,78224367,2334.37
15-DEC-2017,25487.15,25559.05,25411.25,25440.3,117591365,4853.16
18-DEC-2017,25181.75,25759.9,24617.15,25594.55,139126828,4276.89
19-DEC-2017,25640.9,25757.95,25619.6,25716.2,79480979,2425.56
20-DEC-2017,25779.05,25780.05,25566.05,25591.7,119152801,3314.47
21-DEC-2017,25608.25,25629.95,25508.9,25554.3,76744356,2385.9
22-DEC-2017,25615.6,25694.5,25560.5,25648.55,83031068,2348.24
26-DEC-2017,25659.75,25712.95,25545.6,25675.25,60209393,2051.24
27-DEC-2017,25652.85,25733.2,25429.55,25496.05,73081341,2086.71
28-DEC-2017,25463.6,25561.95,25417.4,25490,111429897,3447.81
29-DEC-2017,25484.85,25566.4,25450.25,25539.45,65580984,2235.28
